sess_num;sess_date;sess_time;seq_type;sess_type;seq_train;true_sequence;obs_sequence;accuracy;score;cumulative_trial;trial;trial_type;keystroke;key_from;key_to;RT
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 - 2 - 1 3;0.4;0.3262133888;16;2;done;2;1;1;2092.094
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 - 2 - 1 3;0.4;0.3262133888;16;2;done;3;1;2;36.871
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 - 2 - 1 3;0.4;0.3262133888;16;2;done;4;2;1 3;373.72
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4586038166;17;3;done;0;0;1 3 4;1368.364
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4586038166;17;3;done;1;1 3 4;1;583.45
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4586038166;17;3;done;2;1;1 2;847.709
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4586038166;17;3;done;3;1 2;1 3;458.025
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4586038166;17;3;done;4;1 3;2 3;291.348
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4483655294;18;4;done;0;0;1 3 4;604.413
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4483655294;18;4;done;1;1 3 4;1;770.927
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4483655294;18;4;done;2;1;1 2;597.553
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4483655294;18;4;done;3;1 2;1 3;474.321
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4483655294;18;4;done;4;1 3;2 3;387.523
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 1 3 - 2 3;0.8;0.667922434;19;4;done;0;0;1 4;819.944
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 1 3 - 2 3;0.8;0.667922434;19;4;done;1;1 4;1;409.006
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 1 3 - 2 3;0.8;0.667922434;19;4;done;2;1;1 2;394.709
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 1 3 - 2 3;0.8;0.667922434;19;4;done;3;1 2;1 3;359.475
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 1 3 - 2 3;0.8;0.667922434;19;4;done;4;1 3;2 3;333.991
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4754799031;20;5;done;0;0;1 3 4;1097.874
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4754799031;20;5;done;1;1 3 4;1;395.721
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4754799031;20;5;done;2;1;1 2;989.252
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4754799031;20;5;done;3;1 2;1 3;346.085
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.4754799031;20;5;done;4;1 3;2 3;372.08
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 3 - 3 - 2;0.2;0.6466977219;21;5;done;0;0;1 4;1337.862
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 3 - 3 - 2;0.2;0.6466977219;21;5;done;1;1 4;1;348.291
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 3 - 3 - 2;0.2;0.6466977219;21;5;done;2;1;1 3;432.469
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 3 - 3 - 2;0.2;0.6466977219;21;5;done;3;1 3;3;753.079
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 3 - 3 - 2;0.2;0.6466977219;21;5;done;4;3;2;12.478
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.6306797677;22;6;done;0;0;1 3 4;718.297
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.6306797677;22;6;done;1;1 3 4;1;402.465
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.6306797677;22;6;done;2;1;1 2;470.993
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.6306797677;22;6;done;3;1 2;1 3;365.231
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.6306797677;22;6;done;4;1 3;2 3;346.903
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 2 3 - 2 3;0.8;0.4675540129;23;6;done;0;0;1 3 4;864.843
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 2 3 - 2 3;0.8;0.4675540129;23;6;done;1;1 3 4;1;364.62
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 2 3 - 2 3;0.8;0.4675540129;23;6;done;2;1;1 2;932.814
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 2 3 - 2 3;0.8;0.4675540129;23;6;done;3;1 2;1 2 3;378.055
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 2 3 - 2 3;0.8;0.4675540129;23;6;done;4;1 2 3;2 3;463.3
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.5180818434;24;7;done;0;0;1 3 4;1059.777
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.5180818434;24;7;done;1;1 3 4;1;371.167
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.5180818434;24;7;done;2;1;1 2;819.402
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.5180818434;24;7;done;3;1 2;1 3;397.973
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;0.5180818434;24;7;done;4;1 3;2 3;341.655
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 2 3 - 2 3;0.6;0.46475287;25;7;done;0;0;1 4;786.382
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 2 3 - 2 3;0.6;0.46475287;25;7;done;1;1 4;1;355.871
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 2 3 - 2 3;0.6;0.46475287;25;7;done;2;1;1 2;1047.22
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 2 3 - 2 3;0.6;0.46475287;25;7;done;3;1 2;2 3;353.701
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 2 3 - 2 3;0.6;0.46475287;25;7;done;4;2 3;2 3;394.889
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 2 3 - 2 3;0.8;0.6270492573;26;7;done;0;0;1 3 4;877.282
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 2 3 - 2 3;0.8;0.6270492573;26;7;done;1;1 3 4;1;369.084
